company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region
Intermountain Health,Healthcare,Nurse,6,4.0,"Oct 21, 2021",Review,Certified nursing assistant cna,Former employee,"Cedar City, UT",,,,Good place to work most of the time.,There are always things you have to deal with in any job. “Office politics” as I call it is one thing I hate and I believe it is something that is common among many departments in IHC hospitals. Also being understaffed- much of the time leads to employee burnout! Wanting to give quality care is what we as health care workers WANT TO DO! But it is hard to do when we have far to many patients to care for to give the kind of quality care they need and deserve!,Cedar City,UT,West
Intermountain Health,Healthcare,Nurse,6,5.0,"Jun 30, 2021",Good job.,Certified nursing assistant cna,Current employee,"Grand Junction, CO",positive,positive,positive,Good managers and staff. Great teamwork.,Being a CNA is not paid much anymore compared to other jobs.,Grand Junction,CO,West
Intermountain Health,Healthcare,Nurse,6,4.0,"Jun 8, 2021",Good Employer,Certified nursing assistant cna,Current employee,"Ogden, UT",positive,neutral,positive,"Great benefits, and a great teamwork atmosphere",I don't have any cons to share,Ogden,UT,West
Intermountain Health,Healthcare,Nurse,7,3.0,"May 31, 2021",Cna,Certified nursing assistant cna,Current employee,"Grand Junction, CO",positive,neutral,neutral,"Great environment, coworkers, opportunity to grow",Small raises after annual review,Grand Junction,CO,West
Intermountain Health,Healthcare,Nurse,7,4.0,"May 11, 2021",Good team,Certified nursing assistant cna,"Current employee, more than 1 year","Lafayette, CO",,,,Good team that will support you,Frequently understaffed and only 3% raise at the end of the year,Lafayette,CO,West
Intermountain Health,Healthcare,Nurse,7,2.0,"May 10, 2021",Don't really care about employees or their health.,Certified nursing assistant cna,Current employee,"Salt Lake City, UT",negative,,neutral,Great team to work with,Overworked and Underpaid. Don't care about your mental health or the ratios of patients to staff members,Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,7,3.0,"May 3, 2021",Terrible Pay,Certified nursing assistant cna,Former employee,"Denver, CO",,,,Small hospital Team work depending on what floor you're on,"CNA pay is TERRIBLE. When I worked there, I was paid $12.16/hr. TERRIBLE. For all the work you do for 12 hrs., $12.16 just isn't worth it. I went with it because I needed experience for school. I think that's why most people take a CNA job with payment that low and these companies know that and take advantage of it. The people I worked with were great though.",Denver,CO,West
Intermountain Health,Healthcare,Nurse,7,3.0,"Feb 25, 2021",Pay isn't really competitive at all,Certified nursing assistant cna,Current employee,"Salt Lake City, UT",negative,positive,positive,It's an ok company to work for. Good benefits,"Pay isn't competitive, they find ways to cut costs whenever possible",Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,8,2.0,"Feb 10, 2021","has potential, but would not recommend",Certified nursing assistant cna,"Former employee, more than 1 year","Salt Lake City, UT",,,,"great staff, some of the benefits are good","the pay is not very good, and they are often understaffed, and slow to hire more.",Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,8,5.0,"Feb 4, 2021",CNA,Certified nursing assistant cna,"Former employee, more than 3 years",,,,,This was an excellent place to work.,Health insurance price continues to increase.,,,
Intermountain Health,Healthcare,Nurse,8,4.0,"Feb 2, 2021",job,Certified nursing assistant cna,Current employee,,,,,great team work a work,staffing could be much better,,,
Intermountain Health,Healthcare,Nurse,8,5.0,"Jan 22, 2021",Great place to work for,Certified nursing assistant cna,"Current employee, more than 3 years","Denver, CO",positive,positive,positive,I love my co works and management,They are an awesome company to work for I have no complaints,Denver,CO,West
Intermountain Health,Healthcare,Nurse,8,4.0,"Jan 4, 2021",Very good company to work for,Certified nursing assistant cna,Current employee,"Provo, UT",positive,positive,positive,Love the hospital and the patients,Taking away a lot of benefits for their employees,Provo,UT,West
Intermountain Health,Healthcare,Nurse,9,4.0,"Dec 8, 2020",Great large scale healthcare company that offers everything you would expect from them,Certified nursing assistant cna,"Former employee, less than 1 year","Salt Lake City, UT",positive,neutral,positive,Thorough orientation process that set you up for success,Large scale company that makes you feel like a piece of the machine,Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,9,2.0,"Nov 16, 2020",Company does not pay their employees what they deserve,Certified nursing assistant cna,Former employee,"Grand Junction, CO",negative,,,Positive work environment and morale,Poor compensation for nursing staff,Grand Junction,CO,West
Intermountain Health,Healthcare,Nurse,9,3.0,"Oct 30, 2020",Good enough,Certified nursing assistant cna,"Current employee, less than 1 year",,positive,positive,positive,"Less physical labor than working in a nursing home. Good if you plan on having a future in healthcare. PTO, benefits.","Really depends on which hospital you work at... regardless, pay is not competitive with other hospital systems in the area.",,,
Intermountain Health,Healthcare,Nurse,9,5.0,"Oct 21, 2020",Good Company,Certified nursing assistant cna,"Former employee, more than 1 year","Denver, CO",positive,neutral,neutral,Good company to work for,None that I can think of,Denver,CO,West
Intermountain Health,Healthcare,Nurse,9,5.0,"Oct 19, 2020",SCL,Certified nursing assistant cna,"Former employee, more than 1 year","Billings, MT",,,,"Wonderful staff, up to date facilities, and good working conditions.",Certain floors are less updated than others.,Billings,MT,West
Intermountain Health,Healthcare,Nurse,10,4.0,"Oct 15, 2020",Low Pay for a hard job,Certified nursing assistant cna,Former employee,"Salt Lake City, UT",negative,neutral,neutral,Get to interact with a lot of amazing patients.,Extremely low pay for such a hard job,Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,10,4.0,"May 28, 2020",Good Job and Great People,Certified nursing assistant cna,"Current employee, more than 1 year","Grand Junction, CO",,,,Team work and communication at just about every level is great.,CNA Pay is quite low.,Grand Junction,CO,West
Intermountain Health,Healthcare,Nurse,1,3.0,"May 18, 2026",Used to be a great place to work,Nurse practitioner,"Current employee, more than 5 years","Las Vegas, NV",,,,"Good location, love my manager and staff",Company is taking away benefits and lowering pay as it becomes more corporate,Las Vegas,NV,West
Intermountain Health,Healthcare,Nurse,1,3.0,"Sep 30, 2025",More patients seen + more revenue = less quality care!,Nurse practitioner,"Current employee, more than 5 years","Provo, UT",negative,,negative,Some teams have decent leadership.,"- they used to be ""one intermountain"" and now they've split into 3 geographic regions which are all managed quite differently. - my local leadership cares more about revenue than they do about the patients or the providers wellbeing - they will push you to see more and more patients despite pleas for change due to burnout and moral distress. - be prepared to take a lot of work home if you actually provide good care to the patients. Who needs family time anyway, right!? - raises each year are not even matching the increases of cost of living",Provo,UT,West
Intermountain Health,Healthcare,Nurse,1,4.0,"Jul 3, 2025",Great employer but...,Nurse practitioner,"Current employee, more than 3 years","Pahrump, NV",positive,positive,positive,"Work schedule is 4 ten hour days, my lunch appears to be paid at this location, bonuses can be up to $12,000 twice/year","Work with MC Advantage plans which have some billing issues, it can feel very corporate, unwilling to change as this is the way things are done (working for a very large entity) - not as friendly for NPs as for MDs/DOs",Pahrump,NV,West
Intermountain Health,Healthcare,Nurse,1,4.0,"Feb 4, 2025",Overall decent,Nurse practitioner,"Former employee, more than 8 years","Salt Lake City, UT",positive,negative,positive,"Lots of PTO, good tech, like my team, get to make my own patient template schedule to a degree","Can’t be fully remote, don’t have a lot of say on when they change things",Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,1,3.0,"Oct 1, 2024",decent place to work,Nurse practitioner,Current employee,"Salt Lake City, UT",,,,"pay, benefits, nice people work here.",over worked and not compensated correctly.,Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,2,4.0,"Sep 30, 2024",Good company,Nurse practitioner,Former employee,"Las Vegas, NV",,,,"Benefits (health, 401k, pto, reimbursements, etc)",Pay could have been higher,Las Vegas,NV,West
Intermountain Health,Healthcare,Nurse,2,3.0,"Jul 28, 2024",Pay could be better,Nurse practitioner,"Current employee, more than 8 years","St. George, UT",positive,positive,positive,Good programs for continuing education and employee assistance.,"The pay is on the low side. Recent changes to benefits, health insurance premiums, and HSA match contributions have moved away from employee favor.",St. George,UT,West
Intermountain Health,Healthcare,Nurse,2,3.0,"Jan 22, 2024",Okay company,Nurse practitioner,"Former employee, more than 1 year","Las Vegas, NV",,,,"Non profit organization, treats low income Medicaid patients","Not transparent about pto/holiday policy, employees have to use pto for federal holidays which leaves only approximately 100 hours of sick leave and PTO per year.",Las Vegas,NV,West
Intermountain Health,Healthcare,Nurse,2,4.0,"Nov 10, 2023",Healthcare,Nurse practitioner,Former employee,"Salt Lake City, UT",,,,There is decent pay here,Most people are overworked here,Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,2,2.0,"Feb 9, 2023",Health care in America is broken,Nurse practitioner,Former employee,,positive,neutral,negative,"good insurance, nice coworkers, decent facility","big corporation, having to follow policy instead of common senes in some situations, no breaks, poor staffing, not paying employees incentives they promised",,,
Intermountain Health,Healthcare,Nurse,3,5.0,"Jan 13, 2023",.,Nurse practitioner,Current employee,,,,,"Work environment, department team, and company.","Work environment, lack of job satisfaction.",,,
Intermountain Health,Healthcare,Nurse,3,5.0,"Sep 14, 2022",Caring organization,Nurse practitioner,"Current employee, more than 1 year",,positive,,positive,Organization that cares for their employees.,I believe that they can better match the salaries of similar organizations in Denver Metro Area.,,,
Intermountain Health,Healthcare,Nurse,3,4.0,"Nov 24, 2021",Good place to work,Nurse practitioner,"Current employee, more than 10 years","Denver, CO",positive,positive,positive,Staff care about their patients Community Value,Pay is not keeping up with other Colorado hospitals,Denver,CO,West
Intermountain Health,Healthcare,Nurse,3,4.0,"Aug 12, 2021",Ok to work,Nurse practitioner,"Former employee, more than 5 years","Las Vegas, NV",negative,positive,,Flexibility; Coworkers ;Schedule,low pay; not good health insurance;,Las Vegas,NV,West
Intermountain Health,Healthcare,Nurse,3,5.0,"Mar 1, 2021",Wonderful to work there,Nurse practitioner,Current employee,"Salt Lake City, UT",positive,positive,positive,"Highly committed staff, good benefits , opportunities to advance","Long hours, lots of change",Salt Lake City,UT,West
Intermountain Health,Healthcare,Nurse,4,3.0,"Jul 18, 2019",Power to the patient?,Nurse practitioner,"Former employee, more than 10 years",,negative,neutral,neutral,Originally a catholic centered healthcare system prior to restructuring,Has changed a lot in the past several years for both patients and employees,,,
Intermountain Health,Healthcare,Nurse,4,3.0,"Jul 26, 2017",Review,Nurse practitioner,"Former employee, more than 1 year","South Ogden, UT",,,,Great benefits and pension plan. Most employees seem happy. Compensation for midlevel providers was on the low end of reasonable.,Middle management was misguided. I'm not sure if it is a system problem or was just in my department. There was a LOT of micromanaging and enabling of drama between employees. I worked in a small outpatient clinic on the campus in South Ogden.,South Ogden,UT,West
Intermountain Health,Healthcare,Nurse,4,4.0,"Jan 11, 2017",From an NP's perspective...,Nurse practitioner,"Current employee, more than 5 years",,positive,positive,,"Intermountain Health Care is a very large system in Utah with plenty of specialties and providers. There are lots of opportunities for NPs and there are over 3,000 working for or affiliated with IHC in the Salt Lake area alone. Good benefits (except PTO)",Some of the hospitals are very large and can seem unfriendly for the employees. PTO is not sufficient to prevent burnout for many employees. Only have one company choice for health insurance. Pay is significantly lower than other local systems.,,,
